Timestamp,Product_ID,SKU_Name,Category,Region,Vendor,raw_material_energy,raw_material_emission_factor,raw_material_waste,manufacturing_energy,manufacturing_efficiency,manufacturing_water_usage,transport_distance_km,transport_mode_factor,logistics_energy,usage_energy_consumption,usage_duration_hours,grid_carbon_intensity,recycling_efficiency,disposal_emission_factor,recovered_material_value,state_complexity_index,policy_action_score,optimization_reward_signal,total_lifecycle_carbon_footprint,Hash,Prev_Hash,lat,lon
2025-03-25T14:03:38.872050,SKU-10010,Fanuc R-2000iC Industrial Robot,Distributed Control Systems,Shanghai Industrial District,Honeywell International,114.64,0.55,12.5,926.83,0.88,1500,3641.34,0.12,120,450,8000,515.53,0.65,0.08,45.0,1.2,0.95,0.88,811.75,e3902567361200f0b9ad7c42273140d545a832a77eed51b0d15fdfb4376e2368,3517ddbe2295e75d637c17922d3e747a3e42c62985debdd87b8ec63ed7a6b333,-21.86323051238653,15.07373593860288
2025-03-26T02:03:38.872050,SKU-10011,KUKA KR QUANTEC-2 Robot,Robotic Assembly Systems,Texas Manufacturing Nexus,Schneider Electric SE,394.87,0.55,12.5,769.43,0.88,1500,4767.77,0.12,120,450,8000,529.63,0.65,0.08,45.0,1.2,0.95,0.88,855.26,784596442a25a66ff9aa007785f421b016aa7818c3ba32162ddeb8843f9a095b,e3902567361200f0b9ad7c42273140d545a832a77eed51b0d15fdfb4376e2368,14.87193290097251,108.9065442201344
2025-03-26T14:03:38.872050,SKU-10012,Emerson DeltaV DCS Node,Robotic Assembly Systems,Shanghai Industrial District,Siemens AG,390.18,0.55,12.5,222.97,0.88,1500,3089.9,0.12,120,450,8000,221.02,0.65,0.08,45.0,1.2,0.95,0.88,411.07,0d9edb23eb6ab167ada8d675fe7ae2bbf142fcba235cee09c8f4654df0ae2de4,784596442a25a66ff9aa007785f421b016aa7818c3ba32162ddeb8843f9a095b,1.3879822304894276,72.34514377515421
2025-03-27T02:03:38.872050,SKU-10013,Siemens Simatic S7-1500 Controller,Robotic Assembly Systems,Shanghai Industrial District,Siemens AG,96.26,0.55,12.5,218.79,0.88,1500,2393.35,0.12,120,450,8000,468.33,0.65,0.08,45.0,1.2,0.95,0.88,315.09,2ce6b917b9d366fc4e7731fbc4c4833383a1261668bc113544b211aeee4c0fed,0d9edb23eb6ab167ada8d675fe7ae2bbf142fcba235cee09c8f4654df0ae2de4,-8.222195309963595,131.17836029864907
2025-03-27T14:03:38.872050,SKU-10014,Honeywell Experion PKS Controller,Industrial Logic Controllers,Bangalore Tech Corridor,Honeywell International,207.12,0.55,12.5,836.99,0.88,1500,660.93,0.12,120,450,8000,494.2,0.65,0.08,45.0,1.2,0.95,0.88,746.0,a35257acb431b398253cbc34d1cf4360c93ca89df23533836a7e3abf7a079f6b,2ce6b917b9d366fc4e7731fbc4c4833383a1261668bc113544b211aeee4c0fed,30.255720510582407,67.04334752015345
2025-03-28T02:03:38.872050,SKU-10015,Honeywell Experion PKS Controller,Variable Speed Drives,Frankfurt Logistics Hub,Schneider Electric SE,61.19,0.55,12.5,730.31,0.88,1500,4601.59,0.12,120,450,8000,229.21,0.65,0.08,45.0,1.2,0.95,0.88,617.1,777892e4b96693ff212b1e60d12c2ba6dbc713b5833345478327d7e3316eee7c,a35257acb431b398253cbc34d1cf4360c93ca89df23533836a7e3abf7a079f6b,53.358811179958806,71.75427899363132
2025-03-28T14:03:38.872050,SKU-10016,KUKA KR QUANTEC-2 Robot,Industrial Logic Controllers,Bangalore Tech Corridor,Siemens AG,499.68,0.55,12.5,988.27,0.88,1500,2023.8,0.12,120,450,8000,459.57,0.65,0.08,45.0,1.2,0.95,0.88,989.5,58dd18361570e57839b04032323affa25b3374274916c38a0c6ce9e62dc1b734,777892e4b96693ff212b1e60d12c2ba6dbc713b5833345478327d7e3316eee7c,32.75465953304753,-94.65500027998696
2025-03-29T02:03:38.872050,SKU-10017,Phoenix Contact PLCnext Controller,Robotic Assembly Systems,Shanghai Industrial District,Schneider Electric SE,76.51,0.55,12.5,366.94,0.88,1500,1763.5,0.12,120,450,8000,530.91,0.65,0.08,45.0,1.2,0.95,0.88,405.57,681961f87ed4ccc1eec95e7195781f784733937b1435cf1a84249fdeba375443,58dd18361570e57839b04032323affa25b3374274916c38a0c6ce9e62dc1b734,-30.44634068863604,-64.35857107298423
2025-03-29T14:03:38.872050,SKU-10018,Honeywell Experion PKS Controller,Industrial Networking High-Speed,Bangalore Tech Corridor,Schneider Electric SE,342.76,0.55,12.5,775.99,0.88,1500,3521.06,0.12,120,450,8000,512.03,0.65,0.08,45.0,1.2,0.95,0.88,813.86,854770b4ac5b1328740afad98fad65285c142c197954cfc8a7c216ddb30d22ba,681961f87ed4ccc1eec95e7195781f784733937b1435cf1a84249fdeba375443,-38.60591420969187,-111.86834074170383
2025-03-30T02:03:38.872050,SKU-10019,Mitsubishi Electric MELSEC iQ-R Series,Variable Speed Drives,Ghent Automotive Cluster,ABB Ltd,144.89,0.55,12.5,899.29,0.88,1500,2891.73,0.12,120,450,8000,455.34,0.65,0.08,45.0,1.2,0.95,0.88,784.18,195299ec00f6cdd77ed87c3b0dc61fc9519ec48791254d14335be428f637c262,854770b4ac5b1328740afad98fad65285c142c197954cfc8a7c216ddb30d22ba,47.554443239941975,74.98211208518504
2025-03-30T14:03:38.872050,SKU-10020,Siemens Simatic S7-1500 Controller,Industrial Networking High-Speed,Frankfurt Logistics Hub,Siemens AG,382.96,0.55,12.5,174.63,0.88,1500,3924.32,0.12,120,450,8000,249.43,0.65,0.08,45.0,1.2,0.95,0.88,394.59,6a41ad9e291fa5a9803028a5ed744f2609aa37c42a49b3e890237777c5257615,195299ec00f6cdd77ed87c3b0dc61fc9519ec48791254d14335be428f637c262,5.83082507773716,-96.85875650295404
2025-03-31T02:03:38.872050,SKU-10021,KUKA KR QUANTEC-2 Robot,Industrial Logic Controllers,Frankfurt Logistics Hub,Honeywell International,330.52,0.55,12.5,237.65,0.88,1500,1412.09,0.12,120,450,8000,394.53,0.65,0.08,45.0,1.2,0.95,0.88,403.29,1e5a1497e61fac4e7b09814c5f10d26cdc55494b8de1c90766629b56c16c3bb0,6a41ad9e291fa5a9803028a5ed744f2609aa37c42a49b3e890237777c5257615,-27.847215602532458,-1.9634740835708584
2025-03-31T14:03:38.872050,SKU-10022,Fanuc R-2000iC Industrial Robot,Variable Speed Drives,Texas Manufacturing Nexus,Rockwell Automation Inc,294.59,0.55,12.5,903.75,0.88,1500,2266.36,0.12,120,450,8000,374.58,0.65,0.08,45.0,1.2,0.95,0.88,828.92,69f9c4b6114a15c5de46774390d93ab112146b2ec16dad19d2ee0386d4f91f8f,1e5a1497e61fac4e7b09814c5f10d26cdc55494b8de1c90766629b56c16c3bb0,10.46342427575118,-1.3648726695141704
2025-04-01T02:03:38.872050,SKU-10023,ABB IRB 6700 Industrial Robot,Industrial Networking High-Speed,Shanghai Industrial District,Rockwell Automation Inc,171.9,0.55,12.5,691.05,0.88,1500,1630.4,0.12,120,450,8000,274.75,0.65,0.08,45.0,1.2,0.95,0.88,605.94,3f3b83abc05f90df03d21078d2abc3d5370d9a84afd979e3dde4ce86c4e81877,69f9c4b6114a15c5de46774390d93ab112146b2ec16dad19d2ee0386d4f91f8f,19.7093652410029,5.97110392812759
2025-04-01T14:03:38.872050,SKU-10024,Rockwell Automation Allen-Bradley ControlLogix,Distributed Control Systems,Ghent Automotive Cluster,Rockwell Automation Inc,425.48,0.55,12.5,635.99,0.88,1500,2757.78,0.12,120,450,8000,269.82,0.65,0.08,45.0,1.2,0.95,0.88,700.19,642ad822db0d30cd164804e13ea42f3ab0746d0ab04988a985e512b95bcc14b8,3f3b83abc05f90df03d21078d2abc3d5370d9a84afd979e3dde4ce86c4e81877,14.216485861098597,125.8751207651735
2025-04-02T02:03:38.872050,SKU-10025,Danfoss VLT AutomationDrive FC 302,Variable Speed Drives,Ghent Automotive Cluster,ABB Ltd,432.32,0.55,12.5,465.74,0.88,1500,4756.99,0.12,120,450,8000,417.77,0.65,0.08,45.0,1.2,0.95,0.88,652.19,a024a7bab30e88e1e3618de24570d10c8065688c9869e95f923416f623571087,642ad822db0d30cd164804e13ea42f3ab0746d0ab04988a985e512b95bcc14b8,20.6904556196626,-27.689090771170868
2025-04-02T14:03:38.872050,SKU-10026,General Electric Mark VIe Control System,Industrial Networking High-Speed,Ghent Automotive Cluster,Siemens AG,464.14,0.55,12.5,727.11,0.88,1500,4169.51,0.12,120,450,8000,204.19,0.65,0.08,45.0,1.2,0.95,0.88,784.87,09df8c1cdc3bb97a7eca23b131bf87b981fa0c751acfa09918bf7c024438fb49,a024a7bab30e88e1e3618de24570d10c8065688c9869e95f923416f623571087,58.98071918757768,20.796454640997155
2025-04-03T02:03:38.872050,SKU-10027,Rockwell Automation Allen-Bradley ControlLogix,Variable Speed Drives,Texas Manufacturing Nexus,ABB Ltd,202.2,0.55,12.5,854.05,0.88,1500,4264.8,0.12,120,450,8000,302.58,0.65,0.08,45.0,1.2,0.95,0.88,770.61,ad74f50516329d0dab98c95aac5d03917d6d0a1f406f47c9e857dd68e0404206,09df8c1cdc3bb97a7eca23b131bf87b981fa0c751acfa09918bf7c024438fb49,-16.9079152270145,-108.50920584441425
2025-04-03T14:03:38.872050,SKU-10028,Rockwell Automation Allen-Bradley ControlLogix,Distributed Control Systems,Shanghai Industrial District,Siemens AG,371.82,0.55,12.5,884.86,0.88,1500,3684.02,0.12,120,450,8000,370.11,0.65,0.08,45.0,1.2,0.95,0.88,871.76,0e607968ac892ce548192ce15970902c0632c97a9501a3e1408f805ccedeb4c0,ad74f50516329d0dab98c95aac5d03917d6d0a1f406f47c9e857dd68e0404206,-1.0867713918339135,50.164786153961245
2025-04-04T02:03:38.872050,SKU-10029,Danfoss VLT AutomationDrive FC 302,Industrial Logic Controllers,Texas Manufacturing Nexus,Schneider Electric SE,163.18,0.55,12.5,586.26,0.88,1500,1422.1,0.12,120,450,8000,273.86,0.65,0.08,45.0,1.2,0.95,0.88,530.6,df3cf886b35c1cdafcebb6bb87a54e725767da1453d0af72c7e0d9fb86809c35,0e607968ac892ce548192ce15970902c0632c97a9501a3e1408f805ccedeb4c0,42.53185624224561,-23.53629499133922
2025-04-04T14:03:38.872050,SKU-10030,Phoenix Contact PLCnext Controller,Robotic Assembly Systems,Ghent Automotive Cluster,Honeywell International,461.01,0.55,12.5,812.21,0.88,1500,4000.37,0.12,120,450,8000,408.25,0.65,0.08,45.0,1.2,0.95,0.88,877.05,c91507beb47bee16448302b261999049b47d36549b9ae169dca240275a18d151,df3cf886b35c1cdafcebb6bb87a54e725767da1453d0af72c7e0d9fb86809c35,13.569907757911892,-69.94425658433042
2025-04-05T02:03:38.872050,SKU-10031,Schneider Electric Altivar Variable Speed Drive,Industrial Logic Controllers,Shanghai Industrial District,Siemens AG,194.92,0.55,12.5,313.15,0.88,1500,1961.9,0.12,120,450,8000,358.43,0.65,0.08,45.0,1.2,0.95,0.88,392.37,712da5432689279820eb024a0dcde256db11d3e4c0465906bf375ce7b9a191f0,c91507beb47bee16448302b261999049b47d36549b9ae169dca240275a18d151,-14.33961424960507,-5.65339799078707
2025-04-05T14:03:38.872050,SKU-10032,Emerson DeltaV DCS Node,Distributed Control Systems,Texas Manufacturing Nexus,Schneider Electric SE,135.05,0.55,12.5,267.16,0.88,1500,2508.44,0.12,120,450,8000,480.51,0.65,0.08,45.0,1.2,0.95,0.88,368.15,9ff38cae1f92bfd9518ca10e76adf49d7c8e906587a8fd846f0c9c21a1b69f96,712da5432689279820eb024a0dcde256db11d3e4c0465906bf375ce7b9a191f0,-12.805039388109261,13.418104988531013
2025-04-06T02:03:38.872050,SKU-10033,Phoenix Contact PLCnext Controller,Distributed Control Systems,Texas Manufacturing Nexus,Honeywell International,175.34,0.55,12.5,175.21,0.88,1500,2358.34,0.12,120,450,8000,352.97,0.65,0.08,45.0,1.2,0.95,0.88,298.76,b8c9a9e0e82303282bad2d4425da24378654b889946bac0793d6fb42b041176c,9ff38cae1f92bfd9518ca10e76adf49d7c8e906587a8fd846f0c9c21a1b69f96,-3.82471570053022,59.747743384705984
2025-04-06T14:03:38.872050,SKU-10034,Cisco IE-4010 Industrial Ethernet Switch,Variable Speed Drives,Shanghai Industrial District,Schneider Electric SE,391.51,0.55,12.5,866.66,0.88,1500,2107.64,0.12,120,450,8000,592.13,0.65,0.08,45.0,1.2,0.95,0.88,889.55,5d74b3db38bf131b31baeb39e8daa419bd07e861335113dcd9e04d60686579fb,b8c9a9e0e82303282bad2d4425da24378654b889946bac0793d6fb42b041176c,-20.72070963353778,-70.51529032623174
2025-04-07T02:03:38.872050,SKU-10035,Danfoss VLT AutomationDrive FC 302,Industrial Networking High-Speed,Bangalore Tech Corridor,Honeywell International,237.72,0.55,12.5,177.36,0.88,1500,2918.03,0.12,120,450,8000,313.31,0.65,0.08,45.0,1.2,0.95,0.88,328.69,b2ce2e9fcf7a72341775c1cf57523be44f422db73abcd7659fff589a03eaaf8d,5d74b3db38bf131b31baeb39e8daa419bd07e861335113dcd9e04d60686579fb,59.002032557071075,-106.52222809854955
2025-04-07T14:03:38.872050,SKU-10036,Emerson DeltaV DCS Node,Variable Speed Drives,Bangalore Tech Corridor,ABB Ltd,305.7,0.55,12.5,184.82,0.88,1500,2200.75,0.12,120,450,8000,211.98,0.65,0.08,45.0,1.2,0.95,0.88,333.11,25fb552654fbd6e9f94966bf09fa6552a57d1ef7cc28c4f763bbc956d65677ea,b2ce2e9fcf7a72341775c1cf57523be44f422db73abcd7659fff589a03eaaf8d,-13.183871672504196,65.64145601382378
2025-04-08T02:03:38.872050,SKU-10037,General Electric Mark VIe Control System,Variable Speed Drives,Bangalore Tech Corridor,Schneider Electric SE,249.45,0.55,12.5,144.84,0.88,1500,3997.02,0.12,120,450,8000,211.46,0.65,0.08,45.0,1.2,0.95,0.88,308.65,c1a5c18f2bcd239517260d3a162cb9ed15c31abb90c336c501af8fda10c2e1be,25fb552654fbd6e9f94966bf09fa6552a57d1ef7cc28c4f763bbc956d65677ea,-26.638093739078727,91.85988894331476
2025-04-08T14:03:38.872050,SKU-10038,Emerson DeltaV DCS Node,Variable Speed Drives,Bangalore Tech Corridor,Honeywell International,439.56,0.55,12.5,976.37,0.88,1500,2758.99,0.12,120,450,8000,383.96,0.65,0.08,45.0,1.2,0.95,0.88,950.62,fa3075475444faf29190b223a66da08182003daa8c72818c47114032767af7b1,c1a5c18f2bcd239517260d3a162cb9ed15c31abb90c336c501af8fda10c2e1be,48.68166380478449,-12.895653368613452
2025-04-09T02:03:38.872050,SKU-10039,Beckhoff New Automation Technology PC,Distributed Control Systems,Shanghai Industrial District,Schneider Electric SE,383.1,0.55,12.5,420.34,0.88,1500,4214.12,0.12,120,450,8000,262.96,0.65,0.08,45.0,1.2,0.95,0.88,561.42,c6054fd90dcf14c39f51d146cf851e33ac9a080e83152ea894643e6ad12d18e0,fa3075475444faf29190b223a66da08182003daa8c72818c47114032767af7b1,46.18250570824118,79.97054217222617
2025-04-09T14:03:38.872050,SKU-10040,Beckhoff New Automation Technology PC,Distributed Control Systems,Frankfurt Logistics Hub,ABB Ltd,334.75,0.55,12.5,971.86,0.88,1500,3628.5,0.12,120,450,8000,334.54,0.65,0.08,45.0,1.2,0.95,0.88,903.68,8db3543d409ef0c36f7686112a982d702763a1e85904505d2b4151169342ca1c,c6054fd90dcf14c39f51d146cf851e33ac9a080e83152ea894643e6ad12d18e0,13.21367203135219,26.808642313666923
2025-04-10T02:03:38.872050,SKU-10041,Cisco IE-4010 Industrial Ethernet Switch,Industrial Networking High-Speed,Texas Manufacturing Nexus,Honeywell International,106.69,0.55,12.5,762.24,0.88,1500,1028.32,0.12,120,450,8000,499.45,0.65,0.08,45.0,1.2,0.95,0.88,658.78,16a8862703b7840678240ed05104a0dc4be60d30a62b8ba53d12eb01ef25e359,8db3543d409ef0c36f7686112a982d702763a1e85904505d2b4151169342ca1c,13.847273971194454,-37.35123886424127
2025-04-10T14:03:38.872050,SKU-10042,Yokogawa CENTUM VP Integrated Production Control System,Robotic Assembly Systems,Bangalore Tech Corridor,Schneider Electric SE,332.81,0.55,12.5,450.14,0.88,1500,2219.08,0.12,120,450,8000,596.99,0.65,0.08,45.0,1.2,0.95,0.88,595.04,f8394c1ad8858024341f0bec986fdfd0c0f180714899e528a39fe6908acc39d9,16a8862703b7840678240ed05104a0dc4be60d30a62b8ba53d12eb01ef25e359,28.549684211852366,16.524192546587017
2025-04-11T02:03:38.872050,SKU-10043,ABB IRB 6700 Industrial Robot,Robotic Assembly Systems,Frankfurt Logistics Hub,Honeywell International,213.39,0.55,12.5,888.71,0.88,1500,4750.62,0.12,120,450,8000,226.71,0.65,0.08,45.0,1.2,0.95,0.88,790.29,0103bd1609c6b44f43b9722e4f4c4f4c37998e4fd55bc3a5ae08d823231669ad,f8394c1ad8858024341f0bec986fdfd0c0f180714899e528a39fe6908acc39d9,-33.89944363055167,89.43350665682814
2025-04-11T14:03:38.872050,SKU-10044,Yokogawa CENTUM VP Integrated Production Control System,Variable Speed Drives,Bangalore Tech Corridor,Rockwell Automation Inc,304.9,0.55,12.5,780.34,0.88,1500,4914.84,0.12,120,450,8000,441.0,0.65,0.08,45.0,1.2,0.95,0.88,806.35,333ef2b641cd423fcc2480fbd6ae3c27409feb7be689184098b6b0e21da2cb44,0103bd1609c6b44f43b9722e4f4c4f4c37998e4fd55bc3a5ae08d823231669ad,-12.745042785172444,-25.942307433016012
2025-04-12T02:03:38.872050,SKU-10045,Phoenix Contact PLCnext Controller,Industrial Networking High-Speed,Ghent Automotive Cluster,Rockwell Automation Inc,149.95,0.55,12.5,247.9,0.88,1500,4146.72,0.12,120,450,8000,253.54,0.65,0.08,45.0,1.2,0.95,0.88,341.52,7885afddd7c7d25ba26b1f14342eac401f4cf6fb65406b53e081d958b5f12453,333ef2b641cd423fcc2480fbd6ae3c27409feb7be689184098b6b0e21da2cb44,15.586819016674326,-106.33869729147277
2025-04-12T14:03:38.872050,SKU-10046,Emerson DeltaV DCS Node,Distributed Control Systems,Texas Manufacturing Nexus,Siemens AG,457.7,0.55,12.5,357.79,0.88,1500,3528.29,0.12,120,450,8000,358.88,0.65,0.08,45.0,1.2,0.95,0.88,563.23,3aa56a96b791a7f21bb1a5b0d6a8b1d370f5b39cd4b915bc93a33d722994f0bd,7885afddd7c7d25ba26b1f14342eac401f4cf6fb65406b53e081d958b5f12453,-31.235457679722074,86.10871594107311
2025-04-13T02:03:38.872050,SKU-10047,Phoenix Contact PLCnext Controller,Industrial Networking High-Speed,Bangalore Tech Corridor,Rockwell Automation Inc,396.24,0.55,12.5,825.85,0.88,1500,2522.68,0.12,120,450,8000,216.41,0.65,0.08,45.0,1.2,0.95,0.88,796.23,d58d577123256e7503f9b06ee378db4f3b5ae77d4bd2591f161bcc153aab67db,3aa56a96b791a7f21bb1a5b0d6a8b1d370f5b39cd4b915bc93a33d722994f0bd,11.962812500893548,-56.44510069186347
2025-04-13T14:03:38.872050,SKU-10048,Siemens Simatic S7-1500 Controller,Variable Speed Drives,Texas Manufacturing Nexus,Rockwell Automation Inc,67.8,0.55,12.5,770.16,0.88,1500,2050.96,0.12,120,450,8000,292.07,0.65,0.08,45.0,1.2,0.95,0.88,620.29,d63f79a653cf508596bdbdc953eb03ff7aab47dafbeaa33467e601463297ea26,d58d577123256e7503f9b06ee378db4f3b5ae77d4bd2591f161bcc153aab67db,1.3283844492910575,111.77940167687868
2025-04-14T02:03:38.872050,SKU-10049,Beckhoff New Automation Technology PC,Distributed Control Systems,Shanghai Industrial District,ABB Ltd,117.2,0.55,12.5,821.29,0.88,1500,4647.9,0.12,120,450,8000,572.3,0.65,0.08,45.0,1.2,0.95,0.88,770.76,ed36af7bc7ac8d69c080d2bea675a8117a5b5d23f3819d30470d3793259727a8,d63f79a653cf508596bdbdc953eb03ff7aab47dafbeaa33467e601463297ea26,35.72079754050624,64.53308325761571
2025-04-14T14:03:38.872050,SKU-10050,Emerson DeltaV DCS Node,Variable Speed Drives,Bangalore Tech Corridor,Siemens AG,372.08,0.55,12.5,606.24,0.88,1500,2179.89,0.12,120,450,8000,593.21,0.65,0.08,45.0,1.2,0.95,0.88,712.83,d940fcbf8b27434c0d5bc2105dda613028beb3d899504a90115193eb5d8b5036,ed36af7bc7ac8d69c080d2bea675a8117a5b5d23f3819d30470d3793259727a8,-17.67598414807052,-69.1909729530143
2025-04-15T02:03:38.872050,SKU-10051,Phoenix Contact PLCnext Controller,Robotic Assembly Systems,Texas Manufacturing Nexus,Schneider Electric SE,63.26,0.55,12.5,238.26,0.88,1500,4088.56,0.12,120,450,8000,206.78,0.65,0.08,45.0,1.2,0.95,0.88,286.02,7012eb738b5e5b5536bb374d2559f10f9e327336ea9678c041792d9e894421cf,d940fcbf8b27434c0d5bc2105dda613028beb3d899504a90115193eb5d8b5036,-14.466731225294446,39.55570344301813
2025-04-15T14:03:38.872050,SKU-10052,Mitsubishi Electric MELSEC iQ-R Series,Industrial Logic Controllers,Frankfurt Logistics Hub,Rockwell Automation Inc,292.05,0.55,12.5,371.77,0.88,1500,528.66,0.12,120,450,8000,389.43,0.65,0.08,45.0,1.2,0.95,0.88,458.88,d309b7e0e15e42a1438dfc4541330a4b9492e35a137bd3c6a454be629076d0bd,7012eb738b5e5b5536bb374d2559f10f9e327336ea9678c041792d9e894421cf,-34.31821288261904,-70.6914069365832
2025-04-16T02:03:38.872050,SKU-10053,Fanuc R-2000iC Industrial Robot,Distributed Control Systems,Frankfurt Logistics Hub,Rockwell Automation Inc,273.28,0.55,12.5,343.88,0.88,1500,4389.51,0.12,120,450,8000,235.89,0.65,0.08,45.0,1.2,0.95,0.88,459.52,f17130d92ce4f5fa7f4b51c34b507ad5bf020beb4b22240cba63113c58490408,d309b7e0e15e42a1438dfc4541330a4b9492e35a137bd3c6a454be629076d0bd,7.845593764691671,-84.64183745027889
2025-04-16T14:03:38.872050,SKU-10054,Fanuc R-2000iC Industrial Robot,Variable Speed Drives,Shanghai Industrial District,Rockwell Automation Inc,438.8,0.55,12.5,297.32,0.88,1500,4129.7,0.12,120,450,8000,578.42,0.65,0.08,45.0,1.2,0.95,0.88,568.35,a2920120c84c95fc68857c15eefe71c9b75da20f04c523632248cf7eff582ef4,f17130d92ce4f5fa7f4b51c34b507ad5bf020beb4b22240cba63113c58490408,-18.88755198962253,-27.468344096044106
